date,buys,total,officer_buys,officer_total,buy_share,officer_buy_share
2023-06-20,81,378,59.0,322.0,0.21428571428571427,0.18322981366459629
2023-06-21,76,319,45.0,251.0,0.23824451410658307,0.17928286852589642
2023-06-22,136,304,117.0,240.0,0.4473684210526316,0.4875
2023-06-23,91,219,72.0,179.0,0.4155251141552511,0.4022346368715084
2023-06-26,106,241,48.0,156.0,0.43983402489626555,0.3076923076923077
2023-06-27,58,226,34.0,177.0,0.25663716814159293,0.192090395480226
2023-06-28,57,214,41.0,174.0,0.26635514018691586,0.23563218390804597
2023-06-29,118,258,103.0,217.0,0.4573643410852713,0.47465437788018433
2023-06-30,246,391,227.0,345.0,0.629156010230179,0.6579710144927536
2023-07-01,7,18,6.0,16.0,0.3888888888888889,0.375
2023-07-02,0,1,0.0,1.0,0.0,0.0
2023-07-03,80,533,65.0,489.0,0.150093808630394,0.1329243353783231
2023-07-05,28,280,20.0,251.0,0.1,0.0796812749003984
2023-07-06,54,187,40.0,164.0,0.2887700534759358,0.24390243902439024
2023-07-07,33,175,20.0,148.0,0.18857142857142858,0.13513513513513514
2023-07-10,37,222,24.0,190.0,0.16666666666666666,0.12631578947368421
2023-07-11,32,229,18.0,187.0,0.13973799126637554,0.0962566844919786
2023-07-12,46,275,35.0,229.0,0.16727272727272727,0.15283842794759825
2023-07-13,28,229,26.0,197.0,0.1222707423580786,0.1319796954314721
2023-07-14,37,228,22.0,175.0,0.16228070175438597,0.12571428571428572
2023-07-15,7,8,7.0,8.0,0.875,0.875
2023-07-17,81,318,42.0,251.0,0.25471698113207547,0.16733067729083664
2023-07-18,46,438,25.0,205.0,0.1050228310502283,0.12195121951219512
2023-07-19,112,369,92.0,274.0,0.3035230352303523,0.3357664233576642
2023-07-20,146,334,130.0,269.0,0.437125748502994,0.483271375464684
2023-07-21,124,249,105.0,198.0,0.4979919678714859,0.5303030303030303
2023-07-23,1,1,,,1.0,
2023-07-24,102,242,86.0,198.0,0.4214876033057851,0.43434343434343436
2023-07-25,48,185,34.0,138.0,0.2594594594594595,0.2463768115942029
2023-07-26,95,236,87.0,200.0,0.4025423728813559,0.435
2023-07-27,97,307,84.0,254.0,0.31596091205211724,0.33070866141732286
2023-07-28,45,423,29.0,369.0,0.10638297872340426,0.07859078590785908
2023-07-30,0,2,0.0,2.0,0.0,0.0
2023-07-31,97,416,82.0,367.0,0.23317307692307693,0.22343324250681199
2023-08-01,79,543,74.0,512.0,0.14548802946593,0.14453125
2023-08-02,104,413,98.0,387.0,0.25181598062953997,0.2532299741602067
2023-08-03,120,373,104.0,345.0,0.32171581769436997,0.30144927536231886
2023-08-04,107,371,101.0,352.0,0.2884097035040431,0.2869318181818182
2023-08-07,132,489,107.0,425.0,0.26993865030674846,0.25176470588235295
2023-08-08,138,520,128.0,436.0,0.2653846153846154,0.29357798165137616
2023-08-09,81,381,55.0,299.0,0.2125984251968504,0.18394648829431437
2023-08-10,111,416,79.0,345.0,0.2668269230769231,0.2289855072463768
2023-08-11,120,398,84.0,320.0,0.3015075376884422,0.2625
2023-08-12,1,1,1.0,1.0,1.0,1.0
2023-08-14,119,511,88.0,431.0,0.2328767123287671,0.20417633410672853
2023-08-15,164,564,134.0,493.0,0.2907801418439716,0.2718052738336714
2023-08-16,211,648,176.0,587.0,0.3256172839506173,0.29982964224872233
2023-08-17,224,464,186.0,407.0,0.4827586206896552,0.457002457002457
2023-08-18,160,386,131.0,336.0,0.41450777202072536,0.3898809523809524
2023-08-19,1,2,1.0,2.0,0.5,0.5
2023-08-20,0,4,0.0,4.0,0.0,0.0
2023-08-21,161,513,133.0,458.0,0.3138401559454191,0.2903930131004367
2023-08-22,188,429,154.0,367.0,0.4382284382284382,0.4196185286103542
2023-08-23,182,437,144.0,368.0,0.41647597254004576,0.391304347826087
2023-08-24,159,446,127.0,374.0,0.35650224215246634,0.339572192513369
2023-08-25,118,318,99.0,275.0,0.3710691823899371,0.36
2023-08-28,145,410,121.0,365.0,0.35365853658536583,0.3315068493150685
2023-08-29,112,445,90.0,398.0,0.251685393258427,0.22613065326633167
2023-08-30,118,459,91.0,411.0,0.2570806100217865,0.22141119221411193
2023-08-31,126,416,92.0,364.0,0.30288461538461536,0.25274725274725274
2023-09-01,96,619,72.0,582.0,0.15508885298869143,0.12371134020618557
2023-09-04,1,1,,,1.0,
2023-09-05,101,580,71.0,538.0,0.17413793103448275,0.13197026022304834
2023-09-06,144,452,113.0,387.0,0.3185840707964602,0.29198966408268734
2023-09-07,115,373,88.0,296.0,0.30831099195710454,0.2972972972972973
2023-09-08,95,337,74.0,274.0,0.2818991097922849,0.27007299270072993
2023-09-10,1,1,1.0,1.0,1.0,1.0
2023-09-11,100,411,69.0,342.0,0.24330900243309003,0.20175438596491227
2023-09-12,131,398,114.0,353.0,0.32914572864321606,0.32294617563739375
2023-09-13,135,389,107.0,333.0,0.34704370179948585,0.3213213213213213
2023-09-14,116,329,95.0,281.0,0.3525835866261398,0.33807829181494664
2023-09-15,178,524,154.0,479.0,0.33969465648854963,0.32150313152400833
2023-09-16,0,1,,,0.0,
2023-09-18,85,386,66.0,341.0,0.22020725388601037,0.1935483870967742
2023-09-19,86,269,60.0,212.0,0.31970260223048325,0.2830188679245283
2023-09-20,104,261,81.0,216.0,0.39846743295019155,0.375
2023-09-21,85,230,54.0,176.0,0.3695652173913043,0.3068181818181818
2023-09-22,76,186,58.0,136.0,0.40860215053763443,0.4264705882352941
2023-09-23,1,2,,,0.5,
2023-09-25,59,168,45.0,134.0,0.35119047619047616,0.3358208955223881
2023-09-26,92,205,59.0,148.0,0.44878048780487806,0.39864864864864863
2023-09-27,67,220,50.0,186.0,0.30454545454545456,0.26881720430107525
2023-09-28,73,254,53.0,198.0,0.2874015748031496,0.2676767676767677
2023-09-29,110,235,96.0,202.0,0.46808510638297873,0.4752475247524752
2023-09-30,11,15,11.0,11.0,0.7333333333333333,1.0
2023-10-01,2,3,2.0,3.0,0.6666666666666666,0.6666666666666666
2023-10-02,97,485,59.0,433.0,0.2,0.13625866050808313
2023-10-03,68,304,44.0,266.0,0.2236842105263158,0.16541353383458646
2023-10-04,55,168,38.0,134.0,0.3273809523809524,0.2835820895522388
2023-10-05,55,192,36.0,152.0,0.2864583333333333,0.23684210526315788
2023-10-06,65,204,43.0,165.0,0.31862745098039214,0.2606060606060606
2023-10-09,29,158,18.0,128.0,0.18354430379746836,0.140625
2023-10-10,32,171,17.0,147.0,0.1871345029239766,0.11564625850340136
2023-10-11,62,188,40.0,151.0,0.32978723404255317,0.26490066225165565
2023-10-12,60,141,41.0,111.0,0.425531914893617,0.36936936936936937
2023-10-13,50,152,29.0,117.0,0.32894736842105265,0.24786324786324787
2023-10-15,5,6,5.0,6.0,0.8333333333333334,0.8333333333333334
2023-10-16,82,386,37.0,325.0,0.21243523316062177,0.11384615384615385
2023-10-17,57,195,32.0,156.0,0.2923076923076923,0.20512820512820512
2023-10-18,29,125,14.0,88.0,0.232,0.1590909090909091
2023-10-19,32,105,19.0,83.0,0.3047619047619048,0.2289156626506024
2023-10-20,51,140,37.0,115.0,0.36428571428571427,0.3217391304347826
2023-10-23,40,136,24.0,108.0,0.29411764705882354,0.2222222222222222
2023-10-24,57,151,41.0,111.0,0.37748344370860926,0.36936936936936937
2023-10-25,76,182,52.0,146.0,0.4175824175824176,0.3561643835616438
2023-10-26,69,144,49.0,111.0,0.4791666666666667,0.44144144144144143
2023-10-27,72,146,53.0,116.0,0.4931506849315068,0.45689655172413796
2023-10-30,65,198,42.0,165.0,0.3282828282828283,0.2545454545454545
2023-10-31,120,233,96.0,201.0,0.5150214592274678,0.47761194029850745
2023-11-01,107,451,74.0,404.0,0.23725055432372505,0.18316831683168316
2023-11-02,96,401,65.0,351.0,0.23940149625935161,0.18518518518518517
2023-11-03,129,399,101.0,354.0,0.3233082706766917,0.2853107344632768
2023-11-04,0,1,0.0,1.0,0.0,0.0
2023-11-06,106,317,82.0,276.0,0.334384858044164,0.2971014492753623
2023-11-07,114,346,77.0,292.0,0.32947976878612717,0.2636986301369863
2023-11-08,109,361,69.0,296.0,0.30193905817174516,0.23310810810810811
2023-11-09,136,362,100.0,297.0,0.3756906077348066,0.3367003367003367
2023-11-10,171,455,136.0,397.0,0.3758241758241758,0.3425692695214106
2023-11-13,172,448,140.0,388.0,0.38392857142857145,0.36082474226804123
2023-11-14,174,709,136.0,620.0,0.2454160789844852,0.21935483870967742
2023-11-15,150,726,112.0,638.0,0.2066115702479339,0.1755485893416928
2023-11-16,183,678,149.0,590.0,0.26991150442477874,0.25254237288135595
2023-11-17,212,651,180.0,567.0,0.32565284178187404,0.31746031746031744
2023-11-18,0,3,0.0,3.0,0.0,0.0
2023-11-19,0,2,,,0.0,
2023-11-20,183,794,143.0,643.0,0.2304785894206549,0.2223950233281493
2023-11-21,155,515,117.0,443.0,0.30097087378640774,0.26410835214446954
2023-11-22,104,427,81.0,379.0,0.24355971896955503,0.21372031662269128
2023-11-23,0,1,0.0,1.0,0.0,0.0
2023-11-24,62,273,46.0,220.0,0.2271062271062271,0.20909090909090908
2023-11-26,1,1,1.0,1.0,1.0,1.0
2023-11-27,112,466,86.0,393.0,0.24034334763948498,0.21882951653944022
2023-11-28,118,436,75.0,348.0,0.2706422018348624,0.21551724137931033
2023-11-29,111,516,73.0,421.0,0.21511627906976744,0.17339667458432304
2023-11-30,145,540,106.0,445.0,0.26851851851851855,0.23820224719101124
2023-12-01,142,773,102.0,688.0,0.18369987063389392,0.14825581395348839
2023-12-03,0,26,,,0.0,
2023-12-04,105,642,60.0,576.0,0.16355140186915887,0.10416666666666667
2023-12-05,109,454,77.0,392.0,0.24008810572687225,0.19642857142857142
2023-12-06,111,491,78.0,407.0,0.22606924643584522,0.19164619164619165
2023-12-07,104,392,74.0,313.0,0.2653061224489796,0.2364217252396166
2023-12-08,110,455,80.0,373.0,0.24175824175824176,0.21447721179624665
2023-12-09,0,4,0.0,4.0,0.0,0.0
2023-12-10,0,1,0.0,1.0,0.0,0.0
2023-12-11,127,583,95.0,482.0,0.21783876500857632,0.1970954356846473
2023-12-12,160,566,129.0,485.0,0.2826855123674912,0.26597938144329897
2023-12-13,156,646,125.0,552.0,0.24148606811145512,0.22644927536231885
2023-12-14,157,817,123.0,709.0,0.19216646266829865,0.17348377997179126
2023-12-15,159,680,135.0,602.0,0.2338235294117647,0.22425249169435216
2023-12-17,0,1,,,0.0,
2023-12-18,91,460,71.0,392.0,0.19782608695652174,0.18112244897959184
2023-12-19,81,446,48.0,370.0,0.18161434977578475,0.12972972972972974
2023-12-20,105,421,72.0,345.0,0.2494061757719715,0.20869565217391303
2023-12-21,66,356,43.0,283.0,0.1853932584269663,0.1519434628975265
2023-12-22,66,285,47.0,225.0,0.23157894736842105,0.2088888888888889
2023-12-25,0,3,0.0,3.0,0.0,0.0
2023-12-26,61,293,46.0,250.0,0.20819112627986347,0.184
2023-12-27,73,273,33.0,194.0,0.2673992673992674,0.17010309278350516
2023-12-28,82,271,62.0,206.0,0.3025830258302583,0.30097087378640774
2023-12-29,121,299,103.0,239.0,0.40468227424749165,0.4309623430962343
2023-12-30,12,12,12.0,12.0,1.0,1.0
2023-12-31,20,27,20.0,27.0,0.7407407407407407,0.7407407407407407
2024-01-01,2,15,2.0,15.0,0.13333333333333333,0.13333333333333333
2024-01-02,115,816,83.0,701.0,0.1409313725490196,0.11840228245363767
2024-01-03,80,448,54.0,381.0,0.17857142857142858,0.14173228346456693
2024-01-04,76,319,62.0,269.0,0.23824451410658307,0.23048327137546468
2024-01-05,89,355,61.0,290.0,0.2507042253521127,0.2103448275862069
2024-01-06,1,1,1.0,1.0,1.0,1.0
2024-01-08,47,361,26.0,319.0,0.13019390581717452,0.08150470219435736
2024-01-09,72,316,59.0,273.0,0.22784810126582278,0.21611721611721613
2024-01-10,45,304,18.0,231.0,0.14802631578947367,0.07792207792207792
2024-01-11,53,269,30.0,219.0,0.1970260223048327,0.136986301369863
2024-01-12,45,258,29.0,213.0,0.1744186046511628,0.13615023474178403
2024-01-15,2,7,1.0,5.0,0.2857142857142857,0.2
2024-01-16,79,540,44.0,471.0,0.14629629629629629,0.09341825902335456
2024-01-17,61,364,37.0,316.0,0.16758241758241757,0.11708860759493671
2024-01-18,49,262,26.0,226.0,0.18702290076335878,0.11504424778761062
2024-01-19,54,252,37.0,206.0,0.21428571428571427,0.1796116504854369
2024-01-20,0,1,0.0,1.0,0.0,0.0
2024-01-22,70,343,48.0,284.0,0.20408163265306123,0.16901408450704225
2024-01-23,86,321,61.0,260.0,0.26791277258566976,0.23461538461538461
2024-01-24,83,266,63.0,217.0,0.31203007518796994,0.2903225806451613
2024-01-25,82,289,59.0,221.0,0.2837370242214533,0.2669683257918552
2024-01-26,101,287,73.0,235.0,0.3519163763066202,0.31063829787234043
2024-01-27,0,6,0.0,6.0,0.0,0.0
2024-01-29,67,324,49.0,275.0,0.20679012345679013,0.1781818181818182
2024-01-30,97,298,67.0,247.0,0.32550335570469796,0.27125506072874495
2024-01-31,115,354,84.0,283.0,0.3248587570621469,0.2968197879858657
2024-02-01,116,641,92.0,594.0,0.1809672386895476,0.15488215488215487
2024-02-02,91,566,67.0,525.0,0.1607773851590106,0.12761904761904763
2024-02-05,76,493,55.0,463.0,0.15415821501014199,0.11879049676025918
2024-02-06,72,415,59.0,389.0,0.17349397590361446,0.15167095115681234
2024-02-07,70,410,54.0,382.0,0.17073170731707318,0.14136125654450263
2024-02-08,78,438,56.0,398.0,0.1780821917808219,0.1407035175879397
2024-02-09,96,478,71.0,430.0,0.200836820083682,0.16511627906976745
2024-02-12,90,641,55.0,578.0,0.14040561622464898,0.09515570934256055
2024-02-13,99,436,73.0,396.0,0.22706422018348624,0.18434343434343434
2024-02-14,59,481,48.0,460.0,0.12266112266112267,0.10434782608695652
2024-02-15,63,655,43.0,616.0,0.09618320610687023,0.0698051948051948
2024-02-16,88,741,72.0,654.0,0.11875843454790823,0.11009174311926606
2024-02-20,102,774,66.0,723.0,0.13178294573643412,0.0912863070539419
2024-02-21,75,594,53.0,541.0,0.12626262626262627,0.09796672828096119
2024-02-22,114,609,87.0,539.0,0.18719211822660098,0.1614100185528757
2024-02-23,71,568,47.0,507.0,0.125,0.09270216962524655
2024-02-24,0,3,0.0,1.0,0.0,0.0
2024-02-26,98,755,76.0,693.0,0.12980132450331125,0.10966810966810966
2024-02-27,89,611,65.0,535.0,0.14566284779050737,0.12149532710280374
2024-02-28,88,763,74.0,711.0,0.11533420707732635,0.10407876230661041
2024-02-29,97,656,74.0,587.0,0.14786585365853658,0.1260647359454855
2024-03-01,122,1011,97.0,947.0,0.12067260138476756,0.10242872228088701
2024-03-03,0,26,0.0,1.0,0.0,0.0
2024-03-04,95,1029,81.0,981.0,0.0923226433430515,0.08256880733944955
2024-03-05,76,814,53.0,755.0,0.09336609336609336,0.07019867549668875
2024-03-06,100,665,76.0,592.0,0.15037593984962405,0.12837837837837837
2024-03-07,85,752,57.0,686.0,0.11303191489361702,0.08309037900874636
2024-03-08,116,675,81.0,593.0,0.17185185185185184,0.13659359190556492
2024-03-09,0,3,0.0,3.0,0.0,0.0
2024-03-10,0,2,0.0,2.0,0.0,0.0
2024-03-11,147,870,92.0,785.0,0.16896551724137931,0.11719745222929936
2024-03-12,124,743,82.0,664.0,0.16689098250336473,0.12349397590361445
2024-03-13,102,655,67.0,584.0,0.15572519083969466,0.11472602739726027
2024-03-14,146,703,122.0,651.0,0.20768136557610242,0.18740399385560677
2024-03-15,191,887,151.0,823.0,0.2153325817361894,0.18347509113001215
2024-03-16,0,6,0.0,6.0,0.0,0.0
2024-03-18,102,592,67.0,527.0,0.17229729729729729,0.127134724857685
2024-03-19,73,526,49.0,482.0,0.13878326996197718,0.1016597510373444
2024-03-20,52,448,35.0,408.0,0.11607142857142858,0.0857843137254902
2024-03-21,60,482,42.0,435.0,0.12448132780082988,0.09655172413793103
2024-03-22,76,329,51.0,274.0,0.23100303951367782,0.18613138686131386
2024-03-25,74,419,44.0,366.0,0.1766109785202864,0.12021857923497267
2024-03-26,83,369,47.0,295.0,0.22493224932249323,0.15932203389830507
2024-03-27,62,344,54.0,305.0,0.18023255813953487,0.17704918032786884
2024-03-28,100,426,74.0,358.0,0.2347417840375587,0.20670391061452514
2024-03-29,10,12,10.0,12.0,0.8333333333333334,0.8333333333333334
2024-03-30,0,2,0.0,2.0,0.0,0.0
2024-03-31,4,4,4.0,4.0,1.0,1.0
2024-04-01,81,823,55.0,718.0,0.09842041312272175,0.0766016713091922
2024-04-02,56,446,31.0,410.0,0.12556053811659193,0.07560975609756097
2024-04-03,39,315,23.0,285.0,0.12380952380952381,0.08070175438596491
2024-04-04,81,416,56.0,376.0,0.19471153846153846,0.14893617021276595
2024-04-05,44,242,25.0,206.0,0.18181818181818182,0.12135922330097088
2024-04-08,52,330,43.0,300.0,0.15757575757575756,0.14333333333333334
2024-04-09,52,251,40.0,224.0,0.20717131474103587,0.17857142857142858
2024-04-10,47,199,32.0,172.0,0.23618090452261306,0.18604651162790697
2024-04-11,53,209,29.0,172.0,0.2535885167464115,0.1686046511627907
2024-04-12,49,246,40.0,218.0,0.1991869918699187,0.1834862385321101
2024-04-14,0,1,0.0,1.0,0.0,0.0
2024-04-15,57,449,42.0,396.0,0.12694877505567928,0.10606060606060606
2024-04-16,64,258,50.0,222.0,0.24806201550387597,0.22522522522522523
2024-04-17,45,247,26.0,206.0,0.18218623481781376,0.1262135922330097
2024-04-18,51,206,30.0,173.0,0.24757281553398058,0.17341040462427745
2024-04-19,44,212,28.0,165.0,0.20754716981132076,0.1696969696969697
2024-04-20,3,3,3.0,3.0,1.0,1.0
2024-04-22,74,260,52.0,218.0,0.2846153846153846,0.23853211009174313
2024-04-23,38,248,24.0,205.0,0.1532258064516129,0.11707317073170732
2024-04-24,45,175,33.0,141.0,0.2571428571428571,0.23404255319148937
2024-04-25,72,218,45.0,178.0,0.3302752293577982,0.25280898876404495
2024-04-26,51,221,40.0,204.0,0.23076923076923078,0.19607843137254902
2024-04-29,102,339,84.0,298.0,0.3008849557522124,0.28187919463087246
2024-04-30,108,283,86.0,241.0,0.38162544169611307,0.35684647302904565
2024-05-01,100,805,79.0,734.0,0.12422360248447205,0.10762942779291552
2024-05-02,71,401,54.0,352.0,0.1770573566084788,0.1534090909090909
2024-05-03,93,424,78.0,360.0,0.21933962264150944,0.21666666666666667
2024-05-04,0,1,0.0,1.0,0.0,0.0
2024-05-06,100,430,86.0,389.0,0.23255813953488372,0.2210796915167095
2024-05-07,118,437,106.0,387.0,0.2700228832951945,0.2739018087855297
2024-05-08,67,303,57.0,265.0,0.22112211221122113,0.21509433962264152
2024-05-09,65,360,42.0,303.0,0.18055555555555555,0.13861386138613863
2024-05-10,108,433,89.0,382.0,0.24942263279445728,0.23298429319371727
2024-05-11,1,1,1.0,1.0,1.0,1.0
2024-05-13,129,484,114.0,428.0,0.2665289256198347,0.26635514018691586
2024-05-14,113,524,87.0,464.0,0.21564885496183206,0.1875
2024-05-15,123,713,100.0,650.0,0.17251051893408134,0.15384615384615385
2024-05-16,91,576,80.0,530.0,0.1579861111111111,0.1509433962264151
2024-05-17,109,385,90.0,324.0,0.2831168831168831,0.2777777777777778
2024-05-20,130,651,98.0,590.0,0.19969278033794163,0.16610169491525423
2024-05-21,142,591,109.0,501.0,0.24027072758037224,0.21756487025948104
2024-05-22,117,450,91.0,397.0,0.26,0.22921914357682618
2024-05-23,133,444,103.0,364.0,0.29954954954954954,0.28296703296703296
2024-05-24,91,352,76.0,304.0,0.2585227272727273,0.25
2024-05-27,1,1,1.0,1.0,1.0,1.0
2024-05-28,118,468,86.0,417.0,0.25213675213675213,0.20623501199040767
2024-05-29,122,393,105.0,343.0,0.3104325699745547,0.30612244897959184
2024-05-30,87,362,75.0,321.0,0.24033149171270718,0.2336448598130841
2024-05-31,91,398,74.0,334.0,0.228643216080402,0.2215568862275449
2024-06-01,2,3,2.0,3.0,0.6666666666666666,0.6666666666666666
2024-06-02,0,3,0.0,3.0,0.0,0.0
2024-06-03,121,1038,89.0,956.0,0.11657032755298652,0.09309623430962342
2024-06-04,93,481,72.0,432.0,0.19334719334719336,0.16666666666666666
2024-06-05,84,410,67.0,364.0,0.2048780487804878,0.18406593406593408
2024-06-06,121,428,96.0,364.0,0.2827102803738318,0.26373626373626374
2024-06-07,114,398,90.0,334.0,0.2864321608040201,0.2694610778443114
2024-06-08,0,1,,,0.0,
2024-06-09,0,2,0.0,2.0,0.0,0.0
2024-06-10,137,531,125.0,451.0,0.2580037664783427,0.2771618625277162
2024-06-11,112,440,104.0,400.0,0.2545454545454545,0.26
2024-06-12,81,506,67.0,458.0,0.1600790513833992,0.1462882096069869
2024-06-13,128,444,101.0,376.0,0.2882882882882883,0.26861702127659576
2024-06-14,168,469,140.0,393.0,0.3582089552238806,0.356234096692112
2024-06-15,6,6,6.0,6.0,1.0,1.0
2024-06-17,95,650,78.0,581.0,0.14615384615384616,0.1342512908777969
2024-06-18,71,505,45.0,452.0,0.1405940594059406,0.09955752212389381
2024-06-19,1,1,1.0,1.0,1.0,1.0
2024-06-20,64,439,41.0,384.0,0.14578587699316628,0.10677083333333333
2024-06-21,93,323,66.0,263.0,0.28792569659442724,0.2509505703422053
2024-06-23,2,2,,,1.0,
2024-06-24,57,317,32.0,265.0,0.17981072555205047,0.12075471698113208
2024-06-25,63,375,45.0,315.0,0.168,0.14285714285714285
2024-06-26,49,261,34.0,198.0,0.18773946360153257,0.1717171717171717
2024-06-27,104,292,83.0,232.0,0.3561643835616438,0.3577586206896552
2024-06-28,111,379,82.0,294.0,0.2928759894459103,0.2789115646258503
2024-06-30,21,21,21.0,21.0,1.0,1.0
2024-07-01,91,738,61.0,659.0,0.12330623306233063,0.09256449165402124
2024-07-02,31,325,13.0,278.0,0.09538461538461539,0.046762589928057555
2024-07-03,39,265,24.0,225.0,0.1471698113207547,0.10666666666666667
2024-07-05,36,256,15.0,201.0,0.140625,0.07462686567164178
2024-07-06,1,2,1.0,1.0,0.5,1.0
2024-07-08,46,333,30.0,261.0,0.13813813813813813,0.11494252873563218
2024-07-09,45,252,32.0,221.0,0.17857142857142858,0.14479638009049775
2024-07-10,54,224,34.0,171.0,0.24107142857142858,0.19883040935672514
2024-07-11,58,344,34.0,297.0,0.1686046511627907,0.11447811447811448
2024-07-12,35,304,20.0,243.0,0.11513157894736842,0.0823045267489712
2024-07-15,75,467,48.0,408.0,0.16059957173447537,0.11764705882352941
2024-07-16,39,325,24.0,278.0,0.12,0.08633093525179857
2024-07-17,44,253,18.0,198.0,0.17391304347826086,0.09090909090909091
2024-07-18,44,238,20.0,161.0,0.18487394957983194,0.12422360248447205
2024-07-19,62,337,37.0,290.0,0.18397626112759644,0.12758620689655173
2024-07-21,1,1,1.0,1.0,1.0,1.0
2024-07-22,38,250,25.0,210.0,0.152,0.11904761904761904
2024-07-23,41,235,30.0,195.0,0.17446808510638298,0.15384615384615385
2024-07-24,39,215,19.0,159.0,0.1813953488372093,0.11949685534591195
2024-07-25,39,358,28.0,223.0,0.10893854748603352,0.12556053811659193
2024-07-26,48,308,34.0,229.0,0.15584415584415584,0.14847161572052403
2024-07-28,0,1,0.0,1.0,0.0,0.0
2024-07-29,45,349,31.0,271.0,0.12893982808022922,0.11439114391143912
2024-07-30,57,336,33.0,277.0,0.16964285714285715,0.11913357400722022
2024-07-31,54,348,28.0,291.0,0.15517241379310345,0.09621993127147767
2024-08-01,91,843,56.0,763.0,0.10794780545670225,0.07339449541284404
2024-08-02,99,518,82.0,475.0,0.19111969111969113,0.1726315789473684
2024-08-03,1,1,1.0,1.0,1.0,1.0
2024-08-04,0,1,0.0,1.0,0.0,0.0
2024-08-05,109,484,82.0,401.0,0.22520661157024793,0.20448877805486285
2024-08-06,72,397,56.0,357.0,0.181360201511335,0.1568627450980392
2024-08-07,97,433,73.0,373.0,0.22401847575057737,0.19571045576407506
2024-08-08,83,365,67.0,318.0,0.2273972602739726,0.21069182389937108
2024-08-09,135,421,115.0,376.0,0.32066508313539194,0.3058510638297872
2024-08-12,116,491,94.0,440.0,0.23625254582484725,0.21363636363636362
2024-08-13,96,408,69.0,354.0,0.23529411764705882,0.19491525423728814
2024-08-14,116,473,82.0,409.0,0.2452431289640592,0.20048899755501223
2024-08-15,128,648,94.0,588.0,0.19753086419753085,0.1598639455782313
2024-08-16,120,557,96.0,509.0,0.21543985637342908,0.18860510805500982
2024-08-19,100,558,82.0,510.0,0.17921146953405018,0.1607843137254902
2024-08-20,97,656,71.0,606.0,0.14786585365853658,0.11716171617161716
2024-08-21,100,533,79.0,470.0,0.18761726078799248,0.16808510638297872
2024-08-22,102,410,75.0,353.0,0.24878048780487805,0.21246458923512748
2024-08-23,104,603,76.0,539.0,0.1724709784411277,0.14100185528756956
2024-08-24,1,2,1.0,2.0,0.5,0.5
2024-08-26,89,573,66.0,509.0,0.15532286212914484,0.12966601178781925
2024-08-27,87,443,65.0,386.0,0.1963882618510158,0.16839378238341968
2024-08-28,96,349,70.0,296.0,0.27507163323782235,0.23648648648648649
2024-08-29,90,436,69.0,382.0,0.20642201834862386,0.1806282722513089
2024-08-30,88,364,69.0,311.0,0.24175824175824176,0.22186495176848875
2024-08-31,4,5,4.0,5.0,0.8,0.8
2024-09-01,6,7,4.0,5.0,0.8571428571428571,0.8
2024-09-02,2,2,,,1.0,
2024-09-03,127,924,102.0,856.0,0.13744588744588745,0.1191588785046729
2024-09-04,91,461,76.0,424.0,0.19739696312364424,0.1792452830188679
2024-09-05,72,348,55.0,290.0,0.20689655172413793,0.1896551724137931
2024-09-06,133,448,115.0,390.0,0.296875,0.2948717948717949
2024-09-07,1,1,1.0,1.0,1.0,1.0
2024-09-09,107,443,83.0,376.0,0.24153498871331827,0.22074468085106383
2024-09-10,108,419,80.0,350.0,0.2577565632458234,0.22857142857142856
2024-09-11,116,451,83.0,352.0,0.2572062084257206,0.23579545454545456
2024-09-12,88,476,72.0,407.0,0.18487394957983194,0.1769041769041769
2024-09-13,78,405,59.0,337.0,0.1925925925925926,0.17507418397626112
2024-09-15,4,6,4.0,6.0,0.6666666666666666,0.6666666666666666
2024-09-16,101,617,66.0,544.0,0.16369529983792544,0.1213235294117647
2024-09-17,68,424,37.0,327.0,0.16037735849056603,0.11314984709480122
2024-09-18,97,383,59.0,287.0,0.25326370757180156,0.20557491289198607
2024-09-19,76,336,52.0,238.0,0.2261904761904762,0.2184873949579832
2024-09-20,67,310,35.0,217.0,0.2161290322580645,0.16129032258064516
2024-09-22,0,1,,,0.0,
2024-09-23,63,329,33.0,251.0,0.19148936170212766,0.13147410358565736
2024-09-24,50,224,33.0,159.0,0.22321428571428573,0.20754716981132076
2024-09-25,37,183,26.0,135.0,0.20218579234972678,0.1925925925925926
2024-09-26,64,224,42.0,172.0,0.2857142857142857,0.2441860465116279
2024-09-27,96,231,63.0,168.0,0.4155844155844156,0.375
2024-09-28,0,1,0.0,1.0,0.0,0.0
2024-09-30,170,382,143.0,303.0,0.44502617801047123,0.47194719471947194
2024-10-01,225,745,193.0,670.0,0.30201342281879195,0.2880597014925373
2024-10-02,53,333,34.0,286.0,0.15915915915915915,0.11888111888111888
2024-10-03,73,237,53.0,186.0,0.3080168776371308,0.2849462365591398
2024-10-04,40,192,29.0,157.0,0.20833333333333334,0.18471337579617833
2024-10-05,0,1,0.0,1.0,0.0,0.0
2024-10-06,0,1,0.0,1.0,0.0,0.0
2024-10-07,38,296,26.0,235.0,0.12837837837837837,0.11063829787234042
2024-10-08,44,274,29.0,203.0,0.16058394160583941,0.14285714285714285
2024-10-09,34,196,15.0,141.0,0.17346938775510204,0.10638297872340426
2024-10-10,56,217,45.0,158.0,0.25806451612903225,0.2848101265822785
